OBJECTID,Borough,Latitude,Longitude,Public Area
1653,STATEN ISLAND,40.63045171,-74.15213945,EARLY EDUCATION PROGRAM
1654,STATEN ISLAND,40.633656,-74.160591,RAIL LINE
1655,STATEN ISLAND,40.63164989,-74.1485614,EARLY EDUCATION PROGRAM
1656,STATEN ISLAND,40.61702393,-74.17264781,NYC BUSINESS SOLUTIONS INDUSTRIAL AND TRANSPORTATION
1657,STATEN ISLAND,40.63797277,-74.07632542,TRAIN & EARN
1658,STATEN ISLAND,40.641619,-74.1012686,COMPOST
1659,STATEN ISLAND,40.551241,-74.116884,WATER POLLUTION CONTROL PLANT
1660,STATEN ISLAND,40.64345983,-74.09283736,STATE HISTORIC PLACE
1661,STATEN ISLAND,40.63453598,-74.10578622,COMPULSIVE GAMBLING SERVICES
1662,STATEN ISLAND,40.52876018,-74.20193448,EARLY EDUCATION PROGRAM
1663,STATEN ISLAND,40.62739281,-74.15902173,ADULT HOME
1664,STATEN ISLAND,40.62297715,-74.14511238,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC
1665,STATEN ISLAND,40.59740278,-74.08649826,EARLY EDUCATION PROGRAM
1666,STATEN ISLAND,40.64076593,-74.07726813,DISCHARGE AND REENTRY SERVICES
1667,STATEN ISLAND,40.57478578,-74.09928512,USDA COMMUNITY ELIGIBILITY OPTION
1668,STATEN ISLAND,40.63468896,-74.13451301,HEALTHY FAMILIES
1669,STATEN ISLAND,40.64548159,-74.08194315,COMPASS HIGH
1670,STATEN ISLAND,40.582696,-74.069507,OUTDOOR STORAGE - BULK MATERIAL
1671,STATEN ISLAND,40.6307009,-74.0888708,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
1672,STATEN ISLAND,40.54056355,-74.22904609,STATE PARK PRESERVE
1673,STATEN ISLAND,40.57224266,-74.13949829,SCHOOL BASED CHILD CARE - PRESCHOOL
1674,STATEN ISLAND,40.61335,-74.122338,TEXTILES
1675,STATEN ISLAND,40.63935611,-74.11682556,SUMMER ONLY FEEDING SITE
1676,STATEN ISLAND,40.50755917,-74.22444968,UNIQUE AREA
1677,STATEN ISLAND,40.62480552,-74.1505607,FEEDING SITE
1678,STATEN ISLAND,40.59447697,-74.06746193,EARLY EDUCATION PROGRAM
1679,STATEN ISLAND,40.56147877,-74.12486959,DOE UNIVERSAL PRE-K
1680,STATEN ISLAND,40.63333619,-74.13699412,CITY COUNCIL AWARDS
1681,STATEN ISLAND,40.62213371,-74.08961584,4-YEAR INDEPENDENT
1682,STATEN ISLAND,40.62492213,-74.15694558,PRE-K CENTER
1683,STATEN ISLAND,40.591875,-74.074057,TEXTILES
1684,STATEN ISLAND,40.57715506,-74.10017774,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC
1685,STATEN ISLAND,40.61094729,-74.08699206,GED-ALTERNATIVE HIGH SCHOOL EQUIVALENCY PREP PROGRAMS
1686,STATEN ISLAND,40.586203,-74.167148,ELECTRONICS
1687,STATEN ISLAND,40.57126844,-74.14592332,FOLK ARTS
1688,STATEN ISLAND,40.641768,-74.073345,MAINTENANCE
1689,STATEN ISLAND,40.618271,-74.093268,MUSIC
1690,STATEN ISLAND,40.6424,-74.075958,OFFICE
1691,STATEN ISLAND,40.6424,-74.075958,BOROUGH OFFICE
1692,STATEN ISLAND,40.64038301,-74.12011808,TOW TRUCK COMPANY
1693,STATEN ISLAND,40.641298,-74.074332,TRANSPORTATION FACILITY
1694,STATEN ISLAND,40.63154278,-74.15717905,ELEMENTARY SCHOOL - PUBLIC
1695,STATEN ISLAND,40.60474323,-74.09169547,TEXTILES
1696,STATEN ISLAND,40.6294013,-74.07689369,SUMMER ONLY FEEDING SITE
1697,STATEN ISLAND,40.633261,-74.12766,TRANSPORTATION FACILITY
1698,STATEN ISLAND,40.62681067,-74.07687567,HISTORIC HOUSE PARK
1699,STATEN ISLAND,40.640487,-74.076237,FIELD OFFICE-PUBLIC
1700,STATEN ISLAND,40.60917814,-74.13661205,NATURE AREA
1701,STATEN ISLAND,40.551235,-74.152296,IN USE-RESIDENTIAL STRUCTURE
1702,STATEN ISLAND,40.57535252,-74.19646799,DSNY GARAGE
1703,STATEN ISLAND,40.556014,-74.194626,COMPOST
1704,STATEN ISLAND,40.63023834,-74.08113087,ELEMENTARY SCHOOL - NON-PUBLIC
1705,STATEN ISLAND,40.63296,-74.129017,MTA BUS DEPOT
1706,STATEN ISLAND,40.635025,-74.1119,CUSTODIAL
1707,STATEN ISLAND,40.63973151,-74.07930216,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
1708,STATEN ISLAND,40.55469921,-74.21784069,SCRAP METAL PROCESSING
1709,STATEN ISLAND,40.637059,-74.07592,FIELD OFFICE-STAFF
1710,STATEN ISLAND,40.586331,-74.193877,TEXTILES
1711,STATEN ISLAND,40.559867,-74.171865,PUBLIC PARK AND RIDE LOT
1712,STATEN ISLAND,40.58179703,-74.15894067,HIGH SCHOOL - PUBLIC
1713,STATEN ISLAND,40.63513605,-74.10697831,HOSPITAL EXTENSION CLINIC
1714,STATEN ISLAND,40.56463453,-74.13101588,TRIANGLE/PLAZA
1715,STATEN ISLAND,40.64094697,-74.16770953,VEHICLE DISMANTLING FACILITY
1716,STATEN ISLAND,40.53801775,-74.23377311,TOW TRUCK COMPANY
1717,STATEN ISLAND,40.54561531,-74.13988265,STATE HISTORIC PLACE
1718,STATEN ISLAND,40.62462576,-74.18103829,TIDAL WETLAND
1719,STATEN ISLAND,40.600042,-74.185119,OUTDOOR STORAGE - BULK MATERIAL
1720,STATEN ISLAND,40.50784797,-74.24320982,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC
1721,STATEN ISLAND,40.63513,-74.074826,TRANSIT FACILITY
1722,STATEN ISLAND,40.63618708,-74.09678491,NEIGHBORHOOD PARK
1723,STATEN ISLAND,40.642528,-74.072233,FERRY LANDING
1724,STATEN ISLAND,40.530532,-74.237408,TRANSPORTATION FACILITY
1725,STATEN ISLAND,40.50938335,-74.24295139,ELEMENTARY SCHOOL - NON-PUBLIC
1726,STATEN ISLAND,40.62238425,-74.08182719,SUMMER ONLY FEEDING SITE
1727,STATEN ISLAND,40.62048769,-74.07680255,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
1728,STATEN ISLAND,40.63115908,-74.1449239,ELEMENTARY SCHOOL - PUBLIC
1729,STATEN ISLAND,40.55191549,-74.18447234,NATURE AREA
1730,STATEN ISLAND,40.59110241,-74.19061228,NEIGHBORHOOD PARK
1731,STATEN ISLAND,40.61090985,-74.12108238,SUMMER ONLY FEEDING SITE
1732,STATEN ISLAND,40.63546,-74.145228,RAIL LINE
1733,STATEN ISLAND,40.64647668,-74.07869458,SUMMER ONLY FEEDING SITE
1734,STATEN ISLAND,40.63395455,-74.13115117,COMPOST
1735,STATEN ISLAND,40.61007152,-74.16466819,CHARTER SCHOOL
1736,STATEN ISLAND,40.538234,-74.240001,TEXTILES
1737,STATEN ISLAND,40.63663899,-74.11692156,SCHOOL BASED HOSPITAL EXTENSION CLINIC
1738,STATEN ISLAND,40.62272289,-74.07799868,NURSING HOME
1739,STATEN ISLAND,40.57326337,-74.11446837,LICENSED PRIVATE SCHOOLS
1740,STATEN ISLAND,40.643307,-74.184227,PIER - MARITIME USE
1741,STATEN ISLAND,40.634122,-74.096975,TEXTILES
1742,STATEN ISLAND,40.58475966,-74.08604676,HELIPORT
1743,STATEN ISLAND,40.645533,-74.105824,RAIL LINE
1744,STATEN ISLAND,40.615046,-74.194249,RAIL LINE
1745,STATEN ISLAND,40.57994921,-74.19318138,TRANSFER STATION
1746,STATEN ISLAND,40.59255,-74.134517,AMBULANCE STATION
1747,STATEN ISLAND,40.59275921,-74.16237629,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
1748,STATEN ISLAND,40.555788,-74.223882,PORT OR MARINE TERMINAL
1749,STATEN ISLAND,40.634387,-74.121785,OUTDOOR PARKING - EMPLOYEES
1750,STATEN ISLAND,40.633684,-74.078362,AGENCY OFFICE
1751,STATEN ISLAND,40.50762643,-74.22522025,UNIQUE AREA
1752,STATEN ISLAND,40.63781383,-74.12811115,"MAINTENANCE, MANAGEMENT, AND OPERATIONS"
1753,STATEN ISLAND,40.63431984,-74.12626474,TOW TRUCK COMPANY
1754,STATEN ISLAND,40.605671,-74.140879,COMPOST
1755,STATEN ISLAND,40.6431091,-74.09590868,STATE HISTORIC PLACE
1756,STATEN ISLAND,40.61391226,-74.11620934,ELEMENTARY SCHOOL - PUBLIC
1757,STATEN ISLAND,40.626819,-74.078549,AGENCY EXECUTIVE OFFICE
1758,STATEN ISLAND,40.55406722,-74.1927995,TEXTILES
1759,STATEN ISLAND,40.6394267,-74.13030225,CONSTRUCTION AND DEMOLITION PROCESSING
1760,STATEN ISLAND,40.571335,-74.197728,ELECTRONICS
1761,STATEN ISLAND,40.62827922,-74.11756786,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC
1762,STATEN ISLAND,40.623399,-74.078639,TEXTILES
1763,STATEN ISLAND,40.55215304,-74.13710613,ELEMENTARY SCHOOL - PUBLIC
1764,STATEN ISLAND,40.568859,-74.187909,SOLID WASTE LANDFILL
1765,STATEN ISLAND,40.58290659,-74.07853901,VISUAL ARTS
1766,STATEN ISLAND,40.53882933,-74.23506051,TOW TRUCK COMPANY
1767,STATEN ISLAND,40.64020429,-74.11936322,SCRAP METAL PROCESSING
1768,STATEN ISLAND,40.62194,-74.071277,NYCT MAINTENANCE AND OTHER FACILITY
1769,STATEN ISLAND,40.557691,-74.200776,WASTEWATER PUMPING STATION
1770,STATEN ISLAND,40.62850747,-74.10746763,ELEMENTARY SCHOOL - PUBLIC
1771,STATEN ISLAND,40.58400424,-74.08779175,HOSPITAL EXTENSION CLINIC
1772,STATEN ISLAND,40.52797,-74.216605,COMPOST
1773,STATEN ISLAND,40.578316,-74.110599,RAIL LINE
1774,STATEN ISLAND,40.542095,-74.206687,AGENCY OFFICE
1775,STATEN ISLAND,40.55499425,-74.21442819,TOW TRUCK COMPANY
1776,STATEN ISLAND,40.53643398,-74.23870493,TOW TRUCK COMPANY
1777,STATEN ISLAND,40.634787,-74.074411,WASTEWATER PUMPING STATION
1778,STATEN ISLAND,40.59433944,-74.19131077,"MAINTENANCE, MANAGEMENT, AND OPERATIONS"
1779,STATEN ISLAND,40.54210813,-74.20745169,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
1780,STATEN ISLAND,40.61497082,-74.08378616,PLAYGROUND
1781,STATEN ISLAND,40.58459117,-74.12149403,STATE HISTORIC PLACE
1782,STATEN ISLAND,40.605057,-74.083695,TEXTILES
1783,STATEN ISLAND,40.53851877,-74.18890041,UNDEVELOPED
1784,STATEN ISLAND,40.55469921,-74.21784069,SCRAP METAL PROCESSING
1785,STATEN ISLAND,40.598818,-74.079668,TEXTILES
1786,STATEN ISLAND,40.611456,-74.156388,TEXTILES
1787,STATEN ISLAND,40.63608952,-74.14313849,MUSIC
1788,STATEN ISLAND,40.59417475,-74.08058363,ELEMENTARY SCHOOL - PUBLIC
1789,STATEN ISLAND,40.62606589,-74.1516967,LICENSED PRIVATE SCHOOLS
1790,STATEN ISLAND,40.633317,-74.076337,TEXTILES
1791,STATEN ISLAND,40.61258501,-74.17401131,NATURE AREA
1792,STATEN ISLAND,40.62031862,-74.10774993,THEATER
1793,STATEN ISLAND,40.640659,-74.077196,MUNICIPAL PARKING - INDOOR
1794,STATEN ISLAND,40.64662181,-74.08697045,THEATER
1795,STATEN ISLAND,40.63386,-74.157576,RAIL LINE
1796,STATEN ISLAND,40.61114942,-74.08111313,NATURE AREA
1797,STATEN ISLAND,40.63832908,-74.12193853,UNDEVELOPED
1798,STATEN ISLAND,40.573903,-74.165824,MTA BUS DEPOT
1799,STATEN ISLAND,40.63709779,-74.10130296,NATURE AREA
1800,STATEN ISLAND,40.626819,-74.078549,TESTING FACILITY
1801,STATEN ISLAND,40.58592128,-74.10078943,COMMUNITY PARK
1802,STATEN ISLAND,40.52470709,-74.23705537,TOW TRUCK COMPANY
1803,STATEN ISLAND,40.636758,-74.119727,COMPOST
1804,STATEN ISLAND,40.61291852,-74.18646368,CONSTRUCTION AND DEMOLITION PROCESSING
1805,STATEN ISLAND,40.63495491,-74.11692216,TOW TRUCK COMPANY
1806,STATEN ISLAND,40.63458326,-74.09779867,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC
1807,STATEN ISLAND,40.573803,-74.105455,POLICE STATION
1808,STATEN ISLAND,40.63775042,-74.11664442,TOW TRUCK COMPANY
1809,STATEN ISLAND,40.64438301,-74.0977503,TOW TRUCK COMPANY
1810,STATEN ISLAND,40.561262,-74.20662,SOLID WASTE LANDFILL
1811,STATEN ISLAND,40.640304,-74.190125,PORT OR MARINE TERMINAL
1812,STATEN ISLAND,40.641967,-74.077928,COMPOST
1813,STATEN ISLAND,40.615666,-74.066361,TEXTILES
1814,STATEN ISLAND,40.642053,-74.074109,TRANSPORTATION FACILITY
1815,STATEN ISLAND,40.63241896,-74.15653929,COMPOST
1816,STATEN ISLAND,40.539408,-74.236238,ANTENNA
1817,STATEN ISLAND,40.640659,-74.077196,COURTHOUSE
1818,STATEN ISLAND,40.633482,-74.136102,TEXTILES
1819,STATEN ISLAND,40.60479659,-74.15409903,"MULTI-DISCIPLINE, PERFORMING"
1820,STATEN ISLAND,40.6010724,-74.17798836,TOW TRUCK COMPANY
1821,STATEN ISLAND,40.58187,-74.165866,ELECTRONICS
1822,STATEN ISLAND,40.50126894,-74.25191173,STATE HISTORIC PLACE
1823,STATEN ISLAND,40.58615637,-74.07859323,NATURE AREA
1824,STATEN ISLAND,40.638991,-74.079439,AGENCY OFFICE
1825,STATEN ISLAND,40.59116,-74.131061,AGENCY OFFICE
1826,STATEN ISLAND,40.63968701,-74.07959189,ELEMENTARY SCHOOL - PUBLIC
1827,STATEN ISLAND,40.60807042,-74.12258674,NURSING HOME
1828,STATEN ISLAND,40.62712147,-74.17398634,NATURE AREA
1829,STATEN ISLAND,40.59421631,-74.0876542,THEATER
1830,STATEN ISLAND,40.62321212,-74.1433256,THEATER
1831,STATEN ISLAND,40.64070851,-74.17298821,MANNED TRANSPORTATION FACILITY
1832,STATEN ISLAND,40.637665,-74.140553,RAIL LINE
1833,STATEN ISLAND,40.64711785,-74.0888991,UNDEVELOPED
1834,STATEN ISLAND,40.53638146,-74.16351375,JOINTLY OPERATED PLAYGROUND
1835,STATEN ISLAND,40.641276,-74.078249,FIELD OFFICE-PUBLIC
1836,STATEN ISLAND,40.63214499,-74.12909161,"MAINTENANCE, MANAGEMENT, AND OPERATIONS"
